
# Surface 0 of 1 surfaces

# Curve title: "(x**2+y**2-2*x)**2-2*(x**2+y**2)"

# Contour 0, label:  0.00015
3.4517259e-01 1.6788224e-01 1.5000000e-04 
3.5517759e-01 1.6814331e-01 1.5000000e-04 
3.6518259e-01 1.6812824e-01 1.5000000e-04 
3.7518759e-01 1.6782944e-01 1.5000000e-04 
3.8519260e-01 1.6723957e-01 1.5000000e-04 
3.9519760e-01 1.6635150e-01 1.5000000e-04 
4.0520260e-01 1.6515835e-01 1.5000000e-04 
4.0570310e-01 1.6508254e-01 1.5000000e-04 
4.1520760e-01 1.6356715e-01 1.5000000e-04 
4.2521261e-01 1.6163379e-01 1.5000000e-04 
4.3521761e-01 1.5935610e-01 1.5000000e-04 
4.4522261e-01 1.5672749e-01 1.5000000e-04 
4.5073480e-01 1.5507754e-01 1.5000000e-04 
4.5522761e-01 1.5365509e-01 1.5000000e-04 
4.6523262e-01 1.5008870e-01 1.5000000e-04 
4.7523762e-01 1.4612846e-01 1.5000000e-04 
4.7764920e-01 1.4507254e-01 1.5000000e-04 
4.8524262e-01 1.4153786e-01 1.5000000e-04 
4.9524762e-01 1.3643869e-01 1.5000000e-04 
4.9771270e-01 1.3506753e-01 1.5000000e-04 
5.0525263e-01 1.3058398e-01 1.5000000e-04 
5.1382361e-01 1.2506253e-01 1.5000000e-04 
5.1525763e-01 1.2406878e-01 1.5000000e-04 
5.2526263e-01 1.1657272e-01 1.5000000e-04 
5.2714166e-01 1.1505753e-01 1.5000000e-04 
5.3526763e-01 1.0795653e-01 1.5000000e-04 
5.3836570e-01 1.0505253e-01 1.5000000e-04 
5.4527264e-01 9.7975948e-02 1.5000000e-04 
5.4794391e-01 9.5047524e-02 1.5000000e-04 
5.5527764e-01 8.6168798e-02 1.5000000e-04 
5.5614915e-01 8.5042521e-02 1.5000000e-04 
5.6306362e-01 7.5037519e-02 1.5000000e-04 
5.6528264e-01 7.1387355e-02 1.5000000e-04 
5.6890758e-01 6.5032516e-02 1.5000000e-04 
5.7382277e-01 5.5027514e-02 1.5000000e-04 
5.7528764e-01 5.1462314e-02 1.5000000e-04 
5.7777464e-01 4.5022511e-02 1.5000000e-04 
5.8087522e-01 3.5017509e-02 1.5000000e-04 
5.8320737e-01 2.5012506e-02 1.5000000e-04 
5.8476536e-01 1.5007504e-02 1.5000000e-04 
5.8529265e-01 8.2428594e-03 1.5000000e-04 
5.8553027e-01 5.0025013e-03 1.5000000e-04 
5.8553027e-01 -5.0025013e-03 1.5000000e-04 
5.8529265e-01 -8.2428594e-03 1.5000000e-04 
5.8476536e-01 -1.5007504e-02 1.5000000e-04 
5.8320737e-01 -2.5012506e-02 1.5000000e-04 
5.8087522e-01 -3.5017509e-02 1.5000000e-04 
5.7777464e-01 -4.5022511e-02 1.5000000e-04 
5.7528764e-01 -5.1462314e-02 1.5000000e-04 
5.7382277e-01 -5.5027514e-02 1.5000000e-04 
5.6890758e-01 -6.5032516e-02 1.5000000e-04 
5.6528264e-01 -7.1387355e-02 1.5000000e-04 
5.6306362e-01 -7.5037519e-02 1.5000000e-04 
5.5614915e-01 -8.5042521e-02 1.5000000e-04 
5.5527764e-01 -8.6168798e-02 1.5000000e-04 
5.4794391e-01 -9.5047524e-02 1.5000000e-04 
5.4527264e-01 -9.7975948e-02 1.5000000e-04 
5.3836570e-01 -1.0505253e-01 1.5000000e-04 
5.3526763e-01 -1.0795653e-01 1.5000000e-04 
5.2714166e-01 -1.1505753e-01 1.5000000e-04 
5.2526263e-01 -1.1657272e-01 1.5000000e-04 
5.1525763e-01 -1.2406878e-01 1.5000000e-04 
5.1382361e-01 -1.2506253e-01 1.5000000e-04 
5.0525263e-01 -1.3058398e-01 1.5000000e-04 
4.9771270e-01 -1.3506753e-01 1.5000000e-04 
4.9524762e-01 -1.3643869e-01 1.5000000e-04 
4.8524262e-01 -1.4153786e-01 1.5000000e-04 
4.7764920e-01 -1.4507254e-01 1.5000000e-04 
4.7523762e-01 -1.4612846e-01 1.5000000e-04 
4.6523262e-01 -1.5008870e-01 1.5000000e-04 
4.5522761e-01 -1.5365509e-01 1.5000000e-04 
4.5073480e-01 -1.5507754e-01 1.5000000e-04 
4.4522261e-01 -1.5672749e-01 1.5000000e-04 
4.3521761e-01 -1.5935610e-01 1.5000000e-04 
4.2521261e-01 -1.6163379e-01 1.5000000e-04 
4.1520760e-01 -1.6356715e-01 1.5000000e-04 
4.0570310e-01 -1.6508254e-01 1.5000000e-04 
4.0520260e-01 -1.6515835e-01 1.5000000e-04 
3.9519760e-01 -1.6635150e-01 1.5000000e-04 
3.8519260e-01 -1.6723957e-01 1.5000000e-04 
3.7518759e-01 -1.6782944e-01 1.5000000e-04 
3.6518259e-01 -1.6812824e-01 1.5000000e-04 
3.5517759e-01 -1.6814331e-01 1.5000000e-04 
3.4517259e-01 -1.6788224e-01 1.5000000e-04 
3.3516758e-01 -1.6735291e-01 1.5000000e-04 
3.2516258e-01 -1.6656347e-01 1.5000000e-04 
3.1515758e-01 -1.6552241e-01 1.5000000e-04 

# Contour 1, label: 
3.1515758e-01 -1.6552241e-01 1.5000000e-04 
3.1170893e-01 -1.6508254e-01 1.5000000e-04 
3.0515258e-01 -1.6418777e-01 1.5000000e-04 
2.9514757e-01 -1.6257905e-01 1.5000000e-04 
2.8514257e-01 -1.6073291e-01 1.5000000e-04 
2.7513757e-01 -1.5865998e-01 1.5000000e-04 
2.6513257e-01 -1.5637140e-01 1.5000000e-04 
2.5991314e-01 -1.5507754e-01 1.5000000e-04 
2.5512756e-01 -1.5380173e-01 1.5000000e-04 
2.4512256e-01 -1.5094486e-01 1.5000000e-04 
2.3511756e-01 -1.4789781e-01 1.5000000e-04 
2.2633459e-01 -1.4507254e-01 1.5000000e-04 
2.2511256e-01 -1.4464754e-01 1.5000000e-04 
2.1510755e-01 -1.4103038e-01 1.5000000e-04 
2.0510255e-01 -1.3725908e-01 1.5000000e-04 
1.9946135e-01 -1.3506753e-01 1.5000000e-04 
1.9509755e-01 -1.3322365e-01 1.5000000e-04 
1.8509255e-01 -1.2889929e-01 1.5000000e-04 
1.7640780e-01 -1.2506253e-01 1.5000000e-04 
1.7508754e-01 -1.2442393e-01 1.5000000e-04 
1.6508254e-01 -1.1955093e-01 1.5000000e-04 
1.5595629e-01 -1.1505753e-01 1.5000000e-04 
1.5507754e-01 -1.1458016e-01 1.5000000e-04 
1.4507254e-01 -1.0917723e-01 1.5000000e-04 
1.3740821e-01 -1.0505253e-01 1.5000000e-04 
1.3506753e-01 -1.0365003e-01 1.5000000e-04 
1.2506253e-01 -9.7758699e-02 1.5000000e-04 
1.2035646e-01 -9.5047524e-02 1.5000000e-04 
1.1505753e-01 -9.1611542e-02 1.5000000e-04 
1.0505253e-01 -8.5310212e-02 1.5000000e-04 
1.0460740e-01 -8.5042521e-02 1.5000000e-04 
9.5047524e-02 -7.8485016e-02 1.5000000e-04 
8.9760390e-02 -7.5037519e-02 1.5000000e-04 
8.5042521e-02 -7.1471015e-02 1.5000000e-04 
7.5949303e-02 -6.5032516e-02 1.5000000e-04 
7.5037519e-02 -6.4268029e-02 1.5000000e-04 
6.5032516e-02 -5.6575915e-02 1.5000000e-04 
6.2792462e-02 -5.5027514e-02 1.5000000e-04 
5.5027514e-02 -4.8483375e-02 1.5000000e-04 
5.0328417e-02 -4.5022511e-02 1.5000000e-04 
4.5022511e-02 -4.0056372e-02 1.5000000e-04 
3.8593853e-02 -3.5017509e-02 1.5000000e-04 
3.5017509e-02 -3.1215151e-02 1.5000000e-04 
2.7573722e-02 -2.5012506e-02 1.5000000e-04 
2.5012506e-02 -2.1753545e-02 1.5000000e-04 
1.7387992e-02 -1.5007504e-02 1.5000000e-04 
1.5007504e-02 -1.0716077e-02 1.5000000e-04 
8.9118991e-03 -5.0025013e-03 1.5000000e-04 
8.9118991e-03 5.0025013e-03 1.5000000e-04 
1.5007504e-02 1.0716077e-02 1.5000000e-04 
1.7387992e-02 1.5007504e-02 1.5000000e-04 
2.5012506e-02 2.1753545e-02 1.5000000e-04 
2.7573722e-02 2.5012506e-02 1.5000000e-04 
3.5017509e-02 3.1215151e-02 1.5000000e-04 
3.8593853e-02 3.5017509e-02 1.5000000e-04 
4.5022511e-02 4.0056372e-02 1.5000000e-04 
5.0328417e-02 4.5022511e-02 1.5000000e-04 
5.5027514e-02 4.8483375e-02 1.5000000e-04 
6.2792462e-02 5.5027514e-02 1.5000000e-04 
6.5032516e-02 5.6575915e-02 1.5000000e-04 
7.5037519e-02 6.4268029e-02 1.5000000e-04 
7.5949303e-02 6.5032516e-02 1.5000000e-04 
8.5042521e-02 7.1471015e-02 1.5000000e-04 
8.9760390e-02 7.5037519e-02 1.5000000e-04 
9.5047524e-02 7.8485016e-02 1.5000000e-04 
1.0460740e-01 8.5042521e-02 1.5000000e-04 
1.0505253e-01 8.5310212e-02 1.5000000e-04 
1.1505753e-01 9.1611542e-02 1.5000000e-04 
1.2035646e-01 9.5047524e-02 1.5000000e-04 
1.2506253e-01 9.7758699e-02 1.5000000e-04 
1.3506753e-01 1.0365003e-01 1.5000000e-04 
1.3740821e-01 1.0505253e-01 1.5000000e-04 
1.4507254e-01 1.0917723e-01 1.5000000e-04 
1.5507754e-01 1.1458016e-01 1.5000000e-04 
1.5595629e-01 1.1505753e-01 1.5000000e-04 
1.6508254e-01 1.1955093e-01 1.5000000e-04 
1.7508754e-01 1.2442393e-01 1.5000000e-04 
1.7640780e-01 1.2506253e-01 1.5000000e-04 
1.8509255e-01 1.2889929e-01 1.5000000e-04 
1.9509755e-01 1.3322365e-01 1.5000000e-04 
1.9946135e-01 1.3506753e-01 1.5000000e-04 
2.0510255e-01 1.3725908e-01 1.5000000e-04 
2.1510755e-01 1.4103038e-01 1.5000000e-04 
2.2511256e-01 1.4464754e-01 1.5000000e-04 
2.2633459e-01 1.4507254e-01 1.5000000e-04 
2.3511756e-01 1.4789781e-01 1.5000000e-04 
2.4512256e-01 1.5094486e-01 1.5000000e-04 
2.5512756e-01 1.5380173e-01 1.5000000e-04 
2.5991314e-01 1.5507754e-01 1.5000000e-04 
2.6513257e-01 1.5637140e-01 1.5000000e-04 
2.7513757e-01 1.5865998e-01 1.5000000e-04 
2.8514257e-01 1.6073291e-01 1.5000000e-04 
2.9514757e-01 1.6257905e-01 1.5000000e-04 
3.0515258e-01 1.6418777e-01 1.5000000e-04 
3.1170893e-01 1.6508254e-01 1.5000000e-04 
3.1515758e-01 1.6552241e-01 1.5000000e-04 
3.2516258e-01 1.6656347e-01 1.5000000e-04 
3.3516758e-01 1.6735291e-01 1.5000000e-04 
3.4517259e-01 1.6788224e-01 1.5000000e-04 

# Contour 2, label: 
1.6180038e+00 -2.0860430e+00 1.5000000e-04 
1.6158079e+00 -2.0863098e+00 1.5000000e-04 
1.6058029e+00 -2.0874712e+00 1.5000000e-04 
1.5957979e+00 -2.0885822e+00 1.5000000e-04 
